race_id,venue_slug,date,race_no,lineup,ni_sha_tan,san_ren_tan,san_ren_fuku,wide,banum,player_name,pref,age,term,player_class,running_style,gear,race_score,mark,mark_num,win_rate_4m,top2_rate_4m,top3_rate_4m,nige_4m,maku_4m,rank,agari,finish_type,margin,win_lose,close_time
1120260430020001,hakodate,2026-04-30,1,◎7 ○1 ×4 注2 △3 ▲5,,,,,1,萱島 大介  大,分,46,99,A1,追,3.93,82.4,○,5,6.2,25.0,25.0,0,0,,,,,,
1120260430020001,hakodate,2026-04-30,1,◎7 ○1 ×4 注2 △3 ▲5,,,,,2,黒崎 直行  栃,木,59,57,A2,追,3.93,78.83,注,2,0.0,0.0,12.5,0,0,,,,,,
1120260430020001,hakodate,2026-04-30,1,◎7 ○1 ×4 注2 △3 ▲5,,,,,3,伊藤 大彦  徳,島,42,89,A1,追,3.92,83.36,△,4,15.3,30.7,38.4,0,0,,,,,,
1120260430020001,hakodate,2026-04-30,1,◎7 ○1 ×4 注2 △3 ▲5,,,,,4,佐藤 正吾  宮,城,43,88,A2,追,3.92,84.1,×,1,14.2,28.5,38.0,0,1,,,,,,
1120260430020001,hakodate,2026-04-30,1,◎7 ○1 ×4 注2 △3 ▲5,,,,,5,光畑 政志  岡,山,46,84,A2,追,3.92,77.86,▲,3,0.0,0.0,9.0,0,0,,,,,,
1120260430020001,hakodate,2026-04-30,1,◎7 ○1 ×4 注2 △3 ▲5,,,,,6,森川 剛,神奈川,46,89,A2,追,3.92,77.8,,0,0.0,4.7,14.2,0,0,,,,,,
1120260430020001,hakodate,2026-04-30,1,◎7 ○1 ×4 注2 △3 ▲5,,,,,7,田川 翔琉  熊,本,28,119,A1,逃,3.92,87.87,◎,6,20.8,37.5,70.8,3,4,,,,,,
1120260430020002,hakodate,2026-04-30,2,◎1 ○7 注4 △3 ×6 ▲5,,,,,1,森田 康嗣,北海道,44,89,A1,両,3.92,86.77,◎,6,18.5,40.7,55.5,1,5,,,,,,
1120260430020002,hakodate,2026-04-30,2,◎1 ○7 注4 △3 ×6 ▲5,,,,,2,河村 章憲  京,都,48,83,A2,追,3.92,82.0,▲,3,0.0,5.2,26.3,0,0,,,,,,
1120260430020002,hakodate,2026-04-30,2,◎1 ○7 注4 △3 ×6 ▲5,,,,,3,倉野 隆太郎  三,重,41,91,A2,追,3.92,81.41,,0,0.0,10.5,15.7,0,0,,,,,,
1120260430020002,hakodate,2026-04-30,2,◎1 ○7 注4 △3 ×6 ▲5,,,,,4,天沼 雅貴  埼,玉,42,96,A2,追,3.92,79.5,注,2,0.0,7.1,17.8,0,0,,,,,,
1120260430020002,hakodate,2026-04-30,2,◎1 ○7 注4 △3 ×6 ▲5,,,,,5,竹内 一暢  滋,賀,48,84,A1,追,3.92,85.04,×,1,14.2,28.5,47.6,0,1,,,,,,
1120260430020002,hakodate,2026-04-30,2,◎1 ○7 注4 △3 ×6 ▲5,,,,,6,山根 慶太  岡,山,26,123,A1,逃,3.85,0.0,△,4,0.0,0.0,0.0,0,0,,,,,,
1120260430020002,hakodate,2026-04-30,2,◎1 ○7 注4 △3 ×6 ▲5,,,,,7,金子 兼久  宮,城,48,81,A2,追,3.92,81.09,○,5,0.0,9.5,19.0,0,0,,,,,,
1120260430020003,hakodate,2026-04-30,3,×1 △5 ▲3 ○6 ◎4 注7,,,,,1,佐藤 大地  三,重,26,125,A2,逃,3.92,87.81,×,1,43.7,56.2,56.2,2,5,,,,,,
1120260430020003,hakodate,2026-04-30,3,×1 △5 ▲3 ○6 ◎4 注7,,,,,2,小野 裕次  千,葉,37,95,A1,追,3.92,88.61,注,2,23.8,42.8,61.9,0,0,,,,,,
1120260430020003,hakodate,2026-04-30,3,×1 △5 ▲3 ○6 ◎4 注7,,,,,3,西 徹  石,川,48,79,A2,追,3.92,84.72,▲,3,5.5,33.3,50.0,0,1,,,,,,
1120260430020003,hakodate,2026-04-30,3,×1 △5 ▲3 ○6 ◎4 注7,,,,,4,高本 和也,神奈川,29,121,A1,逃,3.92,91.0,○,5,19.0,38.0,57.1,0,6,,,,,,
